,title,sent,category
1255,4EBP1/eIF4E and p70S6K/RPS6 Axes Play Critical and Distinct Roles in Hepatocarcinogenesis Driven by AKT and N-Ras Protooncogenes,Concomitant expression of activated forms of AKT and Ras in the mouse liver (AKT/Ras) leads to rapid tumor development via strong activation of the mTORC1 pathway.,interleukin
1256,Nuclease escape elements protect messenger RNA against cleavage by multiple viral endonucleases,"However, select mRNAs, including the transcript encoding interleukin-6 (IL-6), escape SOX-induced cleavage.",interleukin
1257,"Three key proteases – angiotensin-I-converting enzyme (ACE), ACE2 and renin – within and beyond the renin-angiotensin system","The (pro)renin receptor system shows an angiotensin-dependent function related to increased generation of angiotensin I, and an angiotensin-independent aspect related to intracellular signalling.",interleukin
1258,Structural characterization and immunomodulatory effect of a polysaccharide HCP-2 from Houttuynia cordata,"The bioactivity assays showed that HCP-2 could increase the secretions of interleukin-1β (IL-1β), tumor necrosis factor-α (TNF-α), macrophage inhibitory protein-1α (MIP-1α), macrophage inhibitory protein-1β (MIP-1β), and RANTES (regulated on activation, normal T cell expressed and secreted) in human peripheral blood mononuclear cells (PBMCs), which play critical roles in the innate immune system and shape the adaptive immunity.",interleukin
1259,Lung ischemia reperfusion injury: the therapeutic role of dipeptidyl peptidase 4 inhibition,"We also provide evidence of the roles of the DPP4 substrates glucagon-like peptide 1 (GLP-1), vasoactive intestinal peptide (VIP) and stromal cell-derived factor-1α (SDF-1α) in protection against oxidative stress through activation of the mitogen-activated protein kinase (MAPK) 1/2 and phosphatidylinositol 3'-kinase (PI3K)/Akt signal transduction pathways.",interleukin
1260,Lung ischemia reperfusion injury: the therapeutic role of dipeptidyl peptidase 4 inhibition,"Generation of reactive oxygen species (ROS), uncoupling of nitric oxide synthase (NOS), activation of nuclear factor-κB (NF-κB), activation of nicotinamide adenine dinucleotide phosphate metabolism, and generation of pro-inflammatory cytokines lead to acute lung injury (ALI).",interleukin
1261,Inhibition of Triggering Receptor Expressed on Myeloid Cells 1 Ameliorates Inflammation and Macrophage and Neutrophil Activation in Alcoholic Liver Disease in Mice,"The TREM‐1 inhibitors significantly inhibited macrophage (epidermal growth factor‐like module‐containing mucin‐like hormone receptor‐like 1 [F4/80], clusters of differentiation [CD]68) and neutrophil (lymphocyte antigen 6 complex, locus G [Ly6G] and myeloperoxidase [MPO]) markers and proinflammatory cytokines (monocyte chemoattractant protein 1 [MCP‐1], tumor necrosis factor α [TNF‐α], interleukin‐1β [IL‐1β], macrophage inflammatory protein 1α [MIP‐1α]) at the mRNA level compared to the HDL vehicle.",interleukin
1262,Inhibition of Triggering Receptor Expressed on Myeloid Cells 1 Ameliorates Inflammation and Macrophage and Neutrophil Activation in Alcoholic Liver Disease in Mice,Triggering receptor expressed on myeloid cells 1 (TREM‐1) is a surface receptor that amplifies inflammation induced by toll‐like receptors (TLRs) and is expressed on neutrophils and monocytes/macrophages.,interleukin
1263,Inhibition of Triggering Receptor Expressed on Myeloid Cells 1 Ameliorates Inflammation and Macrophage and Neutrophil Activation in Alcoholic Liver Disease in Mice,"TREM‐1 inhibition significantly attenuated alcohol‐induced spleen tyrosine kinase (SYK) activation, an early event in both TLR4 and TREM‐1 signaling.",interleukin
1264,The SARS Coronavirus 3a Protein Causes Endoplasmic Reticulum Stress and Induces Ligand-Independent Downregulation of the Type 1 Interferon Receptor,"Only the PERK pathway was found to be activated in 3a-expressing cells based on (1) increased phosphorylation of eukaryotic initiation factor 2 alpha (eIF2α) and inhibitory effects of a dominant-negative form of eIF2α on GRP78 promoter activity, (2) increased translation of activating transcription factor 4 (ATF4) mRNA, and (3) ATF4-dependent activation of the C/EBP homologous protein (CHOP) gene promoter.",interleukin
1265,The SARS Coronavirus 3a Protein Causes Endoplasmic Reticulum Stress and Induces Ligand-Independent Downregulation of the Type 1 Interferon Receptor,"Since ER stress can cause differential modulation of the unfolded protein response (UPR), which includes the inositol-requiring enzyme 1 (IRE-1), activating transcription factor 6 (ATF6) and PKR-like ER kinase (PERK) pathways, these were individually tested in 3a-expressing cells.",interleukin
1266,Venezuelan Equine Encephalitis Virus Induces Apoptosis through the Unfolded Protein Response Activation of EGR1,"The protein kinase RNA-like endoplasmic reticulum kinase (PERK) arm of the UPR was activated, as the expression of both activating transcription factor 4 (ATF4) and CHOP (DDIT3), critical regulators of the pathway, was altered after infection.",interleukin
1267,Venezuelan Equine Encephalitis Virus Induces Apoptosis through the Unfolded Protein Response Activation of EGR1,"Differential expression of interferon response, stress response factors, and components of the unfolded protein response (UPR) was observed.",interleukin
1268,An interferon-beta promoter reporter assay for high throughput identification of compounds against multiple RNA viruses, Virus infection of host cells is sensed by innate pattern recognition receptors (PRRs) and induces production of type I interferons (IFNs) and other inflammatory cytokines.,interleukin
1269,Hemozoin‐induced activation of human monocytes toward M2‐like phenotype is partially reversed by antimalarial drugs—chloroquine and artemisinin,"Hz‐fed MO showed elevated transcript and secreted level of IL‐10, CCL17, CCL1, expression of mannose‐binding lectin receptor (CD206), and arginase activity.",interleukin
1270,Nucleocapsid protein of SARS-CoV activates interleukin-6 expression through cellular transcription factor NF-κB, High levels of interleukin-6 (IL-6) in the acute stage associated with lung lesions were found in SARS patients.,interleukin
1271,Human Mig chemokine: biochemical and functional characterization,"rHuMig induced the transient elevation of [Ca2+]i in human tumor-infiltrating T lymphocytes (TIL) and in cultured, activated human peripheral blood-derived lymphocytes.",interleukin
1272,Transmissible Gastroenteritis Virus Infection Up-Regulates FcRn Expression via Nucleocapsid Protein and Secretion of TGF-β in Porcine Intestinal Epithelial Cells,TGEV nucleocapsid (N) protein also enhanced FcRn promoter activity via the NF-κB signaling pathway and its central region (aa 128–252) was essential for FcRn activation.,interleukin
1273,Up-regulation of p21 and TNF-α is mediated in lycorine-induced death of HL-60 cells,"Lycorine also down-regulated p21-related gene expression, including Cdc2, Cyclin B, Cdk2 and Cyclin E, promoted Bid truncation, decreased IκB phosphorylation and blocked NF-κB nuclear import.",interleukin
1274,Devil and angel in the renin–angiotensin system: ACE–angiotensin II–AT(1) receptor axis vs. ACE2–angiotensin-(1–7)–Mas receptor axis,"Several factors such as Akt phosphorylation, protein kinase C activation and mitogen-activated protein (MAP) kinase inhibition seem to be involved in this signaling pathway.",interleukin
1275,Devil and angel in the renin–angiotensin system: ACE–angiotensin II–AT(1) receptor axis vs. ACE2–angiotensin-(1–7)–Mas receptor axis,"Ang-(1–7) shows actions different from those of AT(1) receptor stimulation, such as vasodilatation, natriuresis, anti-proliferation and an increase in the bradykinin–NO (nitric oxide) system.",interleukin
1276,"Houttuynia cordata, a novel and selective COX-2 inhibitor with anti-inflammatory activity","We examined the effects of HC on lipopolysaccharide (LPS)-induced prostaglandin (PG) E2 production, an indirect indicator of COX-2 activity, and COX-2 gene and protein expression in mouse peritoneal macrophages.",interleukin
1277,Type 1 cytokines polarize thymocytes during T cell development in adult thymus organ cultures,"A second exposure to type 1 cytokines further increased IFNγ secretion by these cells, most of which were blasts that expressed the activation markers CD25, CD71, CD86, and CD134.",interleukin
1278,"The Crosstalk of Endoplasmic Reticulum (ER) Stress Pathways with NF-κB: Complex Mechanisms Relevant for Cancer, Inflammation and Infection","Stressful conditions occuring during cancer, inflammation or infection activate adaptive responses that are controlled by the unfolded protein response (UPR) and the nuclear factor of kappa light polypeptide gene enhancer in B-cells (NF-κB) signaling pathway.",interleukin
1279,Requirement of CRTC1 coactivator for hepatitis B virus transcription,The steady-state levels of CRTC1 protein were elevated in HBV-positive hepatoma cells and liver tissues.,interleukin
1280,Proteomic analysis reveals Hrs UIM-mediated ubiquitin signaling in multiple cellular processes,"The endosomal sorting machinery component hepatocyte growth factor regulated tyrosine kinase substrate (Hrs) contains an ubiquitin-interacting motif (UIM), which is believed to bind ubiquitinated membrane cargo proteins and mediate their sorting to the lysosomal degradation pathway.",interleukin
1281,Proteomic analysis reveals Hrs UIM-mediated ubiquitin signaling in multiple cellular processes,"Other classes of the identified proteins include components of the vesicular trafficking machinery, cell signaling molecules, proteins associated with the cytoskeleton and cytoskeleton-dependent transport, and enzymes involved in ubiquitination and metabolism, suggesting the involvement of Hrs UIM-mediated ubiquitin signaling in regulation of multiple cellular processes.",interleukin
1282,Respiratory Syncytial Virus and Cellular Stress Responses: Impact on Replication and Physiopathology,The endoplasmic reticulum stress induced by altered endoplasmic reticulum (ER) function leads to activation of the unfolded-protein response (UPR) to restore homeostasis.,interleukin
1283,The ability to suppress macrophage-mediated inflammation in orbital fat stem cells is controlled by miR-671-5p,"OFSCs-CM suppressed LPS-induced inducible nitric oxide synthetase and the pro-inflammatory cytokines such as tumor necrosis factor-alpha (TNF-α), interleukin (IL)-1 alpha, and IL-1 beta expression in macrophages.",interleukin
1284,The ability to suppress macrophage-mediated inflammation in orbital fat stem cells is controlled by miR-671-5p,"Under non-contact culture, LPS-activated macrophages effectively triggered the expression of soluble immuno-modulating factors in OFSCs, i.e., IL-10, IL-1 receptor antagonist (IL-1 RA), indoleamine 2,3-dioxygenase, and soluble TNF receptor type II (sTNF RII).",interleukin
