,pid,newpid,category,sent,newscore,answer,keyword,question
934,a6p6ka8w,398,drug,"On January 21, 2020, the CDC activated its Emergency Operations Center and the WHO released its first situation report about coronavirus disease 2019 (COVID-19), sparking significant media attention.",0.1475988916412051,coronavirus disease 2019,Losartan,Can Losartan treat COVID-19
935,ctd9sutv,222,drug, One of the most perplexing questions regarding the current COVID-19 coronavirus epidemic is the discrepancy between the severity of cases observed in the Hubei province of China and those occurring elsewhere in the world.,0.14759038819963147,covid-19 coronavirus epidemic is the discrepancy between the severity of cases observed in the hubei province of china and those occurring elsewhere in the world,Bevacizumab,Can Bevacizumab treat COVID-19
936,stnjl8f8,813,drug,2019 novel coronavirus (2019-nCoV) is a new member of coronavirus family that can cause serious respiratory diseases after the emergence of severe acute respiratory syndrome-coronavirus (SARS-CoV) and middle east respiratory syndrome-coronavirus (MERS-CoV).,0.14758966455994416,2019,velpatasvir,Can velpatasvir treat COVID-19
937,5xyt8d5u,910,drug,"METHODS: Electronical medical records including demographics, clinical manifestation, comorbidities, laboratory data and radiological materials of 140 hospitalized COVID-19 patients, with confirmed result of SARS-CoV-2 viral infection were extracted and analysed.",0.1475665828569676,confirmed result of sars-cov-2 viral infection were extracted and analysed,Naproxen,Can Naproxen treat COVID-19
938,uifnjio5,474,drug,"Notably, among these patients, there were ten patients whose NAb titers were under the detectable level of our assay (ID50: < 40); while in contrast, two patients, showed very high titers of NAb, with ID50 :15989 and 21567 respectively.",0.14755591541296298,nab,Vitamin C,Can Vitamin C treat COVID-19
939,m0q7rm6z,802,drug,"As the virus infected cases and mortality rate of this disease is increasing exponentially, scientists and researchers all over the world are relentlessly working to understand this new virus along with possible treatment regimens by discovering active therapeutic agents and vaccines.",0.14755146581991035,possible treatment regimens by discovering active therapeutic agents,TAF,Can TAF treat COVID-19
940,2uvibr2j,28,drug,"Finally, 505 amino acids long MEV was designed by connecting sixteen MHC class I and eleven MHC class II epitopes with suitable linkers and adjuvant.",0.14753749873933214,can peginterferon lambda-1a treat covid-19,Peginterferon Lambda-1a,Can Peginterferon Lambda-1a treat COVID-19
941,qopcs6jy,1083,drug,Conduct the differences of whole genome sequence and some viral proteins to determine the gap and the change alternation of nucleotides and amino acids sequences.,0.14753705042572796,conduct the differences of whole genome sequence and some viral proteins,TAF,Can TAF treat COVID-19
942,m40kwgcg,1193,drug," Background In December, 2019, a pneumonia associated with the 2019 novel coronavirus (2019-nCoV) emerged in Wuhan, China.",0.14753695670372702,pneumonia,Naproxen,Can Naproxen treat COVID-19
943,yqiggzk9,980,drug,They had clinical laboratory and radiologic characteristics.,0.14751888219650755,they had clinical laboratory and radiologic characteristics,Tranexamic acid tablets,Can Tranexamic acid tablets treat COVID-19
944,c4u0gxp5,266,drug,SSCP is a potential zoonotic disease with low to moderate (estimated 2-5%) mortality rate.,0.14751011796978375,sscp is a potential zoonotic disease,Losartan,Can Losartan treat COVID-19
945,ptnmtvzj,995,drug,"These studies included patients with severe acute respiratory syndrome (SARs, n=33), middle east respiratory syndrome (MERS, n=16), COVID-19 (n=3), and unspecified coronavirus (n=2).",0.14750683842739648,covid-19,Tetrandrine,Can Tetrandrine treat COVID-19
946,w9a0jopu,1166,drug,"ETCS is built upon a doctor-to-doctor (D2D) approach, in which health services can be accessed remotely through terminals across hospitals.",0.14749815866213664,etcs,AZT,Can AZT treat COVID-19
947,oq79dfhr,212,drug,"The breakthrough is a huge step toward developing a vaccine against the virus as well as treatments for COVID-19, the disease that it causes, the researchers say.",0.1474781073632313,treatments for covid-19,Ruxolitinib,Can Ruxolitinib treat COVID-19
948,zpaqd5vd,195,drug,The rapid spread of this virus across the world in only 2 months highlights the transmissibility of this family of viruses and the significant morbidity and mortality that they can cause.,0.14746622068786988,the rapid spread of this virus across the world in only 2 months highlights the transmissibility of this family of viruses and the significant morbidity and mortality that they can cause .,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
949,tun1ndt4,1099,drug,This review aims to highlight aspects of this pandemic with a specific emphasis on musculoskeletal work within the secondary care setting.,0.14746003667960034,this review aims to highlight aspects of this pandemic with a specific emphasis on musculoskeletal work within the secondary care setting,Losartan,Can Losartan treat COVID-19
950,yqiggzk9,970,drug,Compare the clinical characteristics of severe patients (including severe and critical patients) and non- severe patients (general patients).,0.14745546266231538,compare the clinical characteristics of severe patients,Losartan,Can Losartan treat COVID-19
951,ztcyvsoi,1183,drug,"The disease is mild in most people; in some (usually the elderly and those with comorbidities), it may progress to pneumonia, acute respiratory distress syndrome (ARDS) and multi organ dysfunction.",0.14743205268849044,"the disease is mild in most people ; in some ( usually the elderly and those with comorbidities ) , it may progress to pneumonia , acute respiratory distress syndrome ( ards ) and multi organ dysfunction",Losartan,Can Losartan treat COVID-19
952,gu2mt6zp,120,drug,"Nearly 35,000 cases were reported and at least 24 other countries or territories have reported coronavirus cases as early on as February.",0.14742307977426122,coronavirus,Losartan,Can Losartan treat COVID-19
953,p5ecpcll,728,drug,"Hypersensitive c-reactive protein increased in 19 (52.78%) cases, and procalcitonin increased in 1 case.",0.14741998793098315,hypersensitive c-reactive protein increased in 19 ( 52 . 78 % ) cases,Naproxen,Can Naproxen treat COVID-19
954,13akn7dm,705,drug,"Early identification, timely and effective treatments, maintenance of hemodynamics and electrophysiological stability are of great significance on effective treatment and long-term prognosis.",0.14740270501595554,"early identification , timely and effective treatments , maintenance of hemodynamics and electrophysiological stability are of great significance on effective treatment and long-term prognosis",Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
955,w9a0jopu,1164,drug,"As normal capacity of the Chinese hospitals is exceeded, healthcare professionals struggling to manage this unprecedented crisis face the difficult question of how best to coordinate the medical resources used in highly separated locations.",0.14739113410473328,as normal capacity of the chinese hospitals is exceeded,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
956,vxqdfiel,563,drug,"Although drug repurposing has some limitations, repositioning clinical trials may represent an attractive strategy because they facilitate the discovery of new classes of medicines; they have lower costs and take less time to reach the market; and there are existing pharmaceutical supply chains for formulation and distribution.",0.1473804506273516,repositioning clinical trials may represent an attractive strategy because they facilitate the discovery of new classes of medicines ; they have lower costs and take less time to reach the market,TAF,Can TAF treat COVID-19
957,ksbha7kz,1012,drug,"After two times negative novel coronavirus RNA nasopharyngeal swabs tests, he was discharged and transferred to a designated hospital for isolation treatment and rehabilitation therapy.",0.14736991617096284,isolation treatment and rehabilitation therapy,Losartan,Can Losartan treat COVID-19
958,b31ctbat,657,drug,"Structure and screening results of important targets such as 3-chymotrypsin-like protease (3CLpro), Spike, RNA-dependent RNA polymerase (RdRp), and papain like protease (PLpro) were discussed in detail.",0.14736111548231795,structure and screening results of important targets,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
959,tomsdx3z,646,drug," Viral respiratory diseases such as the severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS), always pose severe threat to people.",0.1473504929540834,"viral respiratory diseases such as the severe acute respiratory syndrome ( sars ) and middle east respiratory syndrome ( mers ) , always pose severe threat to people",Sargramostim,Can Sargramostim treat COVID-19
960,535lw99y,374,drug,"Our computational study therefore provides, from the molecular level, one possible explanation that the new disease by far spread much faster than SARS.",0.14734102027992266,"computational study therefore provides , from the molecular level , one possible explanation that the new disease by far spread much faster than sars",Losartan,Can Losartan treat COVID-19
961,epcel2ez,496,drug," At the end of December 2019, a novel coronavirus, 2019-nCoV, caused an outbreak of pneumonia spreading from Wuhan, Hubei province, to the whole country of China, which has posed great threats to public health and attracted enormous attention around the world.",0.14732784784795852,"2019-ncov , caused an outbreak of pneumonia",Naproxen,Can Naproxen treat COVID-19
962,ejg393zs,290,drug,"Materials and Methods: Several databases such as PubMed, Scopus, Google scholar, and BioRxiv were searched for publications reporting on the novel coronavirus up to 29 February 2020.",0.1473254024903946,coronavirus up to 29 february 2020,Losartan,Can Losartan treat COVID-19
963,13akn7dm,710,drug,It appears people over 65 with coronary heart diseases or hypertension is more likely to be infected and to develop more severe symptoms.,0.14729528653676727,it appears people over 65 with coronary heart diseases or hypertension is more likely to be infected and to develop more severe symptoms,Losartan,Can Losartan treat COVID-19
964,9jnixy2b,846,drug,"With the possibility that a considerable proportion of the world’s population soon could receive COVID-19 pharmacotherapies with torsadogenic potential for therapy or postexposure prophylaxis, this document serves to help health care professionals mitigate the risk of drug-induced ventricular arrhythmias while minimizing risk of COVID-19 exposure to personnel and conserving the limited supply of personal protective equipment.",0.14729074118661262,this document serves to help health care professionals mitigate the risk of drug-induced ventricular arrhythmias,Ruxolitinib,Can Ruxolitinib treat COVID-19
